"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Late-demographic dividend","LTE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1035317736921.85","1030674894047.46","1063354353407.55","1102319188960.65","1174953869731.16","1247868870853.48","1329086492388.92","1364447993157.78","1457590173149.53","1601986748482.26","1760968368065.63","1911139736081.01","2068511190199.47","2269015435121.27","2414794342854.78","2530031627577.83","2709806245867.05","2882404225284.44","3036950784237.83","3263757137741.77","3536762391361","3531753230664.57","3592106385237.29","3612550450018.65","3872876103792.83","4154356354620.59","4401709037656.69","4661548166258.53","4871598970353.65","5087592525017.53","5098325981287.74","5119891317707.22","5082765875556.98","5253053549026.7","5429690053161.8","5701850136678.78","5949993367025.6","6249059703444.35","6379165321617.9","6643930611534.64","7094268917517.91","7427829641802.23","7838619206144.26","8330871087831.57","8987457966422.97","9632682317564.04","10473495178794.9","11480140636224.6","12227591127597.6","12550438476627.8","13506800567376.6","14411990189469.5","15190723058700","15983134752566.1","16727997056490.4","17394980826206","18057479188418","18939080036883.7","19894393380667.7","20762935483520.1","20705832093385.6",
"Lithuania","LTU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19333487595.8487","20330798654.8032","22020475383.9061","23666672993.5575","23396501081.0177","24261124726.1095","25844432146.7038","27589296905.7211","30504370150.2814","32508351732.7208","35022016990.5678","37618591824.3729","41797069440.6078","42889821651.3022","36525568984.3306","37128694028.243","39370898890.4598","40884262994.2996","42335684111.8002","43833101441.1837","44720539379.8057","45846972969.5744","47810414036.1904","49692636361.5357","51848730797.1432","51396658841.0318",
"Luxembourg","LUX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","8504063007.69851","8829767185.55554","8949735260.70245","9257526370.39511","9985707547.56564","9912319227.15339","10021939973.1166","10043660604.9558","10463874551.6469","11507421896.051","12026066438.4709","12346829559.9652","13161497516.9515","14255569966.5594","14856081431.2429","13879833146.8051","14231594632.4712","14454998585.4122","15044035803.762","15396910093.4906","15526379252.7078","15440837003.4853","15615518979.614","16082278461.4025","17077279555.0424","17554027189.2738","19306608802.7063","20069409492.2442","21767940622.639","23900776216.0204","25172281446.2968","27348220827.9379","27845864449.5659","29015571070.7432","30124232440.4896","30555671874.6042","30979916353.3514","32748781410.7806","34728331482.8656","37673641219.51","40777874684.7011","41810360200.4774","43407294086.3177","44114522871.8138","45708018251.9793","47158078487.5502","49600152320.5634","53744023864.3625","53056322729.4157","50743806373.4025","53212476812.2957","54563667056.4431","54371319168.6253","56358249074.6362","58779842602.6169","61311156256.0234","64115897054.5157","65270740381.6428","67301206244.2635","68847100694.6723","67942997440.6003",
"Latvia","LVA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12787004510.6708","13115557154.4129","14278067271.6218","15183409988.2189","15599593995.775","16484399054.1313","17526676508.4321","18768053924.9228","20351040747.4334","22081137161.4931","24449358177.8707","27379946962.8668","30125361529.1971","29123000362.9864","24970142467.4099","23869752327.3325","25413850788.8347","26494377340.2363","27106444107.0505","27397468130.7999","28495250166.9498","29171420833.3669","30119702129.3046","31331812628.6797","31966943944.4614","30808562938.4082",
"Macao SAR, China","MAC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","4157871717.62071","4574549689.44242","4961589827.50418","4997887848.62592","5332479011.21362","6094654202.42796","6570691094.11158","6900869882.5721","7451584125.04975","7724235545.17284","8751486193.38624","9205377962.09193","9596830474.28088","9913189373.96569","9871646455.29656","9844089930.08717","9394111021.45653","9172493286.99311","9699647116.67844","9979791247.58355","10869092765.066","12134278606.7792","15365718262.3755","16606594420.2182","18830264475.6343","21556279162.8132","22287317978.1112","22571291716.7493","28241858488.9155","34346752729.4122","37521164530.7233","41555739529.809","40704567584.9728","31956078475.8993","31740538162.4035","34909039047.431","37166259796.6822","36189210310.7082","15811701058.5891",
"St. Martin (French part)","MAF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","11947014184.2009","13145161283.9847","14445446369.6065","15653398481.5429","16391215216.3929","17308614101.4968","17730466108.6526","18361548509.4074","19389069934.5818","20854538798.9137","23109494479.5687","24509737499.8931","25056957435.6219","26258134655.157","27214499196.1996","26740032111.0679","29135236266.2304","29539216588.5393","31435157625.4702","33323672523.7555","36413145449.7067","36294801242.8977","40604894538.531","41760592095.0181","43185385081.897","46301680542.2391","45330392242.2896","44994679123.3821","49758715929.222","47069034480.2997","52892827880.8586","52067328269.9329","55836249260.847","56440024805.3578","57519650790.1246","61730070507.7354","63656943581.251","67451637210.908","70687304633.495","73014076004.5985","78544623310.6445","81318500633.8362","86135221236.4504","89790590993.4885","93216746661.5977","98106615021.8513","101059586129.684","105643067055.469","108463202314.752","113383503344.942","114585205650.442","119453872842.297","123214881187.575","126272957647.372","117285818085.103",
"Monaco","MCO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","2014669330.25231","2119997452.1288","2218541497.553","2363939327.53641","2469716417.91399","2445695030.0441","2553590015.91215","2644325097.76102","2748869847.07546","2846020540.69356","2893989005.45515","2920682534.04965","2991724908.50904","3027475223.84318","3072418566.85113","3124916973.19268","3201551333.39728","3281096250.91505","3431980791.46382","3574876779.17304","3669377008.56075","3706625878.29776","3757282115.86902","3722943656.37014","3805430067.61236","3885996818.24208","3929159750.7623","4017064828.31765","4157793318.30837","4295023067.74493","4462968314.99403","4560606124.884","4607420522.33859","4657527906.66843","4772591409.25361","4863051836.13947","5145300278.40382","5887710460.02917","5926971761.89845","5257223916.21371","5367625613.15127","5743359406.07185","5800793053.16187","6357669097.17619","6815421317.77807","7149376905.74042","7399605196.87127","7148018560.25454","7584047726.36882","8152851305.84648","",
"Moldova","MDA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4794228776.08272","4512469064.53882","4586792340.71451","4286715578.08445","4142328086.47215","4229636600.29266","4487644450.3731","4837680701.41398","5156967629.53441","5538583218.12875","5953976967.16872","6239767852.66749","6426960903.2039","6928263862.95101","6512568011.12431","6974960345.3712","7380775144.91523","7337248195.12826","8000819052.00779","8400830055.05566","8372415480.26162","8741545794.83075","9151593647.17486","9545247410.92867","9887013493.08368","9197982945.48309",
"Madagascar","MDG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4175487806.22233","4261028216.94053","4357799137.75183","4317297681.80466","4488371416.15911","4468072583.0158","4560318283.0692","4812438471.37827","5141069600.73123","5332380222.37572","5613740895.89134","5834325267.61901","5760076388.0836","5609250036.08777","5721820918.39327","5793840999.63359","5616036223.9397","5748799340.42809","5595777456.67705","6147221756.05279","6205786804.18218","5597619697.37229","5491264923.12224","5540686307.43034","5638212467.30161","5703409606.72239","5815209260.94744","5883532925.67925","6083980727.48598","6331895681.36372","6530014685.3476","6118209000.11983","6190458008.94047","6320452872.05705","6317791879.18755","6423841848.29568","6562224536.95428","6804599815.66269","7071141066.59392","7403430039.90224","7733390473.33836","8195865456.21381","7178924838.82539","7881374889.77829","8295699053.15636","8690229649.80676","9159372431.77987","9682424274.5301","10332370457.7161","9921275540.9689","9982711030.26388","10140281078.1346","10445619787.5347","10685909460.3523","11042733588.852","11388624678.9776","11843389099.4632","12309227038.1526","12703122303.3779","13262059684.7229","12705052902.8462",
"Maldives","MDV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1168947333.3624","1260810777.05745","1366692920.09136","1469122222.37261","1559850154.51839","1619839033.86103","1555958505.24055","1669051580.27634","1898547004.09401","2013100660.81844","1748799599.44967","2205437293.20646","2375561798.74616","2600891737.91487","2412877397.49706","2588176054.6875","2809898200.59291","2880634126.68671","3090375228.51505","3316888181.04912","3412565430.30422","3628837781.03906","3890494395.77412","4206745435.69687","4500657090.09943","3061254072.16996",
"Middle East & North Africa","MEA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","964914837218.979","1122680648806.13","1161709146646.55","1098759789203.97","1149489074984.71","1136213111449.94","1150613664785.79","1123988757115.49","1088444442542.33","1073337085314.35","1061324786774.52","1068030620203.05","1062474438211.16","1095438534780.96","1129098243860.99","1283845430202.69","1333548086661.87","1392369564257.28","1430316915142.05","1461955781644.56","1499746909021.69","1570626048541.35","1623710376240","1697926840925.34","1727650106821.16","1844244680994.97","1866016652649.6","1893018234611.33","1988126470824.61","2149382719503.9","2255150317943.63","2386659459367.7","2510530444410.7","2623628980685.47","2636805094959.77","2768165379533.2","2871620189778.1","2983837125691.66","3067327802783.83","3157167324339.09","3237916899185.91","3397641172082.72","3452133739199.14","3483016843977.09","3500031542125.04","3371773678570.35",
"Mexico","MEX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","147593304899.903","154972970148.49","162201552099.831","175351048523.533","196227433882.394","210159581679.917","222971202539.928","236025998947.343","258267386911.913","267096567520.373","284464479176.938","295167363283.641","319456116855.129","344568945103.704","364474097749.844","385411257804.828","402436584808.525","416081759447.639","453349962679.757","497316613380.406","543235109451.549","589549198137.708","586478778503.067","566031654495.705","585337942177.667","598143340046.776","579726773526.628","589712215374","597279762230.827","621801138598.965","653984125355.572","681547952923.18","705682263949.998","719380656483.057","754925835085.175","707431708271.841","755347887959.663","807065442037.969","848741697521.207","872112260583.456","915216005402.792","911514962239.03","911151773828.818","924330515307.736","960569732547.578","982737828708.375","1026912659604.72","1050443805732.82","1062456519192.32","1006297786022.87","1057801295584.05","1096548640919.65","1136488480758.67","1151877579920.19","1184703479122.02","1223717559850.95","1255907847047.75","1282446801678.71","1310596407007.71","1309881765941.94","1201954407872.7",
"Marshall Islands","MHL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","70715714.384258","74132152.0405135","85628568.8657151","88938991.4993458","83373818.5270742","103835837.376542","113558769.525473","122403915.198794","120333319.783298","123553735.998564","123662247.367862","132492793.631787","140450629.684349","148705934.206841","160919530.027532","144340076.505165","135036401.893451","133929922.09716","132248910.296315","134039665.162267","143189326.870969","148546686.994338","146146356.865372","147533715.032017","151005836.567253","150476017.986155","155337005.878908","145737814.573684","150378872.750673","160407100","159424912.87486","155765775.671682","162024412.915843","160484638.754166","163074734.781486","164754238.39146","170327447.243531","176025037.483864","187517718.068453","",
"Middle income","MIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2062888739599.7","2111803822894.56","2184526808540.17","2291865104063.38","2464953667149.93","2606380504512.6","2727106043107.36","2831835293905.27","3020000545192.49","3268861582609.71","3534903080006.62","3773794529041.2","4031805385469.11","4334665205835.8","4607627066525.81","4798174853771.83","5118546867796.11","5328766387269.39","5488819140162.07","5726962160228.99","5976694510963.79","6084762626056.28","6260472086445.89","6343309512924.14","6630190647799.51","6930223194252.86","7207319546228.16","7539924202341.4","7818455445694.54","8069348669894.67","8234144034402.13","8304272342703.26","8352127089187.92","8585079509319.44","8802695652394.63","9114346380528.38","9569071721949.54","10020785173012","10223531838917.3","10578170540449.2","11191500587905.1","11574478161677.5","12108603543516.8","12789078226815.1","13756234839351.7","14703185707302.3","15852402818029.8","17189211204174.1","18150567485424.8","18583660524506.7","19986264663724.1","21192367405856.9","22286007807466.7","23445249153952.6","24525596724436.1","25501983694779.4","26597349495498.8","27914351795064","29177467506766.6","30244191643321.4","29660586376989.6",
"North Macedonia","MKD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7697464781.43291","7222472115.05945","6748302471.32509","6244253450.343","6134469097.90634","6066086471.98326","6137975898.6566","6226361606.04173","6436733905.14757","6716025585.98234","7021546709.10223","6806177852.52376","6907839381.07181","7061373133.6408","7391428039.45763","7740605651.95271","8138242511.94872","8665070571.39311","9139223353.51773","9106448740.75946","9412311665.9492","9632549033.15179","9588606960.45675","9869098420.48675","10227260191.7624","10621609552.3164","10924134787.2329","11042309099.238","11360393491.8192","11720989518.407","11189794856.6502",
"Mali","MLI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","1945443159.77529","2017588172.27926","2022248789.24563","2146353284.65027","2201493015.18445","2330148628.71816","2296242267.81323","2261136716.64893","2523994971.02433","2867849874.49463","3049919545.07803","3005284694.39103","3317704390.47936","3174185811.22051","3222078063.13029","2984339190.55049","3038680240.14815","3029958888.85778","3644635587.49404","3742771806.35728","3737563204.58116","4013758699.25501","4181428977.8994","4076793103.90106","4555620762.18848","4408990705.51525","4548851305.61587","4720794885.04668","4764274463.28704","5100431445.47999","5346732521.39398","5751569337.50853","6079463064.67165","6075764625.02986","7009988742.67389","7227740601.45583","7886841302.21569","8009875920.88877","8533303592.45586","8931142152.76767","9243162036.56838","9684351570.68542","10149812716.6398","10689167195.3375","11032624437.339","10940310647.905","11191398248.3717","11984273436.0839","12723918826.9183","13468560626.5602","14183129195.8007","14856329200.1923","15564361128.3683","15307664127.9981",
"Malta","MLT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1006195782.10374","1030887762.32358","1091074361.16442","1136311813.93346","1250356657.8217","1494927431.18818","1749320571.08226","1962460759.83258","2181494109.66628","2410349708.37613","2580272402.08632","2665724884.91551","2726622098.50867","2709924534.2524","2735462075.43662","2806181420.25448","2915206900.37151","3035036901.31289","3290412077.85226","3559538355.75767","3783482830.02945","4020196133.71906","4208780817.93046","4397365737.44475","4645865480.95256","4940529182.39074","5127149558.00865","5396682792.27635","5673295231.88539","5941073341.83603","7110352033.00746","7026826916.21676","7207083524.95505","7500705069.85747","7511226168.34104","7765375534.43266","7960297513.94763","8340378285.12884","8659511134.94235","8561323235.70686","9035932122.49768","9078134520.83534","9451945528.64474","9969284127.5679","10730293230.9693","11761274055.5891","12242418065.7844","13236432054.2372","13921976625.3068","14693193755.8639","13664504216.412",
"Myanmar","MMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3466278863.51015","3482624485.56789","3624954909.00691","4108860830.71363","3866683799.25657","4280134745.57767","4072472079.48142","3831167565.84904","4293181095.62059","4434501503.12752","4655309993.3046","4847572547.70401","4965651725.40079","4917578023.62073","5180293516.4668","5395416041.31784","5723478714.84842","6064156572.05128","6459407201.41447","6795378893.57101","7334832634.77388","7801016596.77099","8238175926.79195","8599921866.86961","9024132623.02632","9281410665.64801","9183273785.34431","8815425651.59725","7814659789.87583","8103434711.68218","8331703060.35502","8277495591.50732","9077179677.16041","9625387794.88364","10345170285.9848","11063958038.6878","11776777361.2976","12442351704.2291","13172246576.4397","14613966085.7888","16622791715.4362","18508480720.5558","20734220556.0791","23604665405.0301","26806558392.8851","30443926903.7516","34424805649.5677","38552833925.5707","42506544782.3091","46990989123.2727","51518307518.3343","54398944604.756","58387839939.3389","63307599931.0225","68366456808.2294","73147213944.8955","77353225926.8958","82307682507.7832","87863829812.7515","89352615465.1183","80424462199.7321",
"Middle East & North Africa (excluding high income)","MNA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","217695634001.95","233684732129.056","256040903449.692","286631689998.981","323115937484.085","353829990724.685","386322717525.006","439747237401.769","470569134417.109","502044575926.851","505036706509.039","582693498153.042","576677465900.549","540505626150.1","524638549891.928","462746370904.915","459563210213.239","531432247269.418","555790056813.455","546115264713.153","563278710569.161","546745043935.189","556668425861.935","552641331253.297","567795563598.779","641087112648.171","632107289900.119","661571044698.14","680001354850.419","689955620819.008","707623815939.434","750798963244.461","775422230734.69","828267920247.373","863874421275.787","918376039096.917","938445574530.62","966552101450.244","984546384835.854","1065899392625.82","1111299216195.43","1167570921805.48","1239254070485.69","1283085595649.91","1315837685683.46","1384912175998.83","1371914417511.24","1410369224119.5","1434642298100","1463998354858.22","1479168839974.55","1592518294916.42","1640438787420.08","1632774131629.87","1626547105244.46","1567403287072.85",
"Montenegro","MNE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3059032267.62404","3208925054.0997","2907286053.87602","2997411926.88696","3030378743.71352","3088075152.53432","3164741539.37446","3304814675.89264","3442975808.70488","3737915560.04535","3992473234.91718","4280841227.25932","4032762450.51021","4143033275.88493","4276787738.05463","4160296612.28314","4307944887.65039","4384784936.38777","4533444861.21991","4667151600.8246","4887274946.92473","5135444172.57865","5344094979.59219","4533984453.54349",
"Mongolia","MNG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","2497286677.48283","2705613731.30717","2863460263.28829","3033361371.57467","3206653431.95156","3507277015.23814","3628581398.10905","3813928331.23995","3973281722.43507","3846754148.22336","3512334855.63911","3187216784.29068","3086220528.18135","3152092285.02233","3353083144.99786","3428027699.94227","3561608120.97173","3680563574.14778","3793570457.5362","3837047132.18431","3950344027.42332","4137312959.549","4427116613.5692","4897515726.07987","5252765131.74542","5702204050.40528","6286566854.31684","6846094435.54697","6759244954.07071","7189481824.07288","8432599135.69306","9471480157.75525","10574804943.2739","11408652157.2819","11680159346.4038","11816629563.8777","12447287566.1299","13349296395.7785","14037996021.8536","13288991441.9671",
"Northern Mariana Islands","MNP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1457000000","1462000000","1417000000","1237000000","1152000000","1075000000","956000000","788000000","799000000","740000000","746000000","766000000","798000000","825000000","1066000000","1313000000","1059000000","941000000","",
"Mozambique","MOZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","2770630718.2009","2909162335.82818","2708430150.96445","2283206562.04943","2134798138.25958","2156146049.63776","2106554776.17465","2416218337.1795","2614348124.35394","2784280871.43278","2812123480.60143","2950633251.93833","2769915361.2658","3063485662.75297","3263635326.53173","3337385560.07285","3711256831.68432","4130668513.94431","4540895611.25797","5072113361.2553","5131979555.27292","5752275478.43666","6286722377.71818","6719156643.03825","7251072486.06634","7732972112.84817","8482635357.87782","9138321545.71698","9807041557.14656","10426669785.3992","11104648673.0016","11928323141.9746","12794133231.0872","13685066405.612","14697557794.9282","15685715579.3854","16285570960.6431","16894865892.1346","17476693621.9292","17877388230.135","17648220319.521",
"Mauritania","MRT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","1210392129.63201","1219186940.2434","1195001105.04742","1525907502.96476","1772163498.94853","1776256522.59125","1839617953.33837","2027193542.48724","2052503704.35697","2298515385.24621","2340874413.53681","2323717960.77626","2217181140.4679","2486848259.06163","2359164157.51093","2560780801.89393","2512674135.51685","2499992321.59077","2619742949.71452","2708059991.76641","2801495872.05638","2735942994.35863","2838139822.84508","2746556897.81321","2828809699.0231","2990435985.94757","3047265757.49075","3099690855.91711","3247781234.33591","3190253138.08947","3247297648.71092","3308156089.50228","3502465183.89823","3395264103.35901","3728672262.00288","3945637236.68333","3786048184.50008","3891217212.10441","4034148559.24899","3876089574.69091","3845100478.2468","3898219924.67621","4168299108.75102","4365574615.13814","4739542276.74321","5608451982.64194","5497997853.2828","5479795126.23373","5485158523.49586","5628882266.37767","5863763324.61131","6125874318.20248","6380147917.17686","6652887965.08388","7010569791.14096","7098966712.32628","7347230001.86797","7502643580.34781","7947658540.65456","7829358659.45426",
"Mauritius","MUS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","2180096679.53106","2322841105.09064","2411824643.50012","2496637078.06744","2245443967.9466","2377528906.33552","2508223475.49915","2517849919.57754","2636148220.82606","2819478501.97847","3094153037.12616","3369255415.93678","3598073234.08212","3758732551.08468","4028862765.4688","4207560808.3823","4481586562.00904","4709343611.27396","4904128792.60953","5114404916.35332","5400189879.46706","5707324460.80717","6053869786.88366","6211932229.68292","6721484096.21563","6946488512.70154","7058668650.8395","7476926213.96918","7800678604.8514","7939339024.22559","8325631104.68563","8802441342.01384","9276625562.3588","9584152841.68915","10003670690.3497","10411574171.5084","10775575125.3493","11137678209.4982","11554737009.3588","11965285103.5188","12424504684.6247","12898394192.8271","13383332182.5164","13786807917.4414","11737008576.0997",
"Malawi","MWI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","872749541.986102","939424097.279028","945702876.732627","932547407.179504","957363456.704146","1087722788.7913","1231835576.16719","1321532298.86761","1296118186.52412","1372360522.89006","1378938219.12501","1602582191.64882","1702444681.15787","1741612171.70687","1866589627.5219","1980205649.40289","2079171005.80982","2181425288.08193","2394006666.36984","2499250879.9781","2509416493.28479","2376665369.09906","2436164088.91949","2526757943.39301","2662199852.87736","2783888536.99363","2777908674.32138","2823056334.54651","2912753057.24692","2951920547.79592","3119952558.59819","3392331649.9066","3143572711.74131","3448242757.66562","3095136432.65484","3612916160.69726","3877261729.44187","4024303743.786","4181060581.43344","4308260071.48804","4376161603.65002","4158449146.00427","4229142782.05316","4470442420.49297","4712762648.79222","4866809938.68561","5095550005.41576","5584722806.06857","6011380928.01557","6512015360.82591","6959655570.89098","7297481087.69745","7435096950.09592","7821721991.37864","8267560145.18226","8499051829.16496","8710171729.46179","9058581256.68247","9459026844.15443","10000187803.7211","10080189306.1508",
"Malaysia","MYS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","11043462325.71","11882543930.5131","12645525594.6301","13573555872.9667","14300957697.6848","15399966772.3369","16603737673.0734","17244168158.32","18619906969.9662","19530147388.2784","20699327206.1595","22776434433.6269","24914787451.2891","27830087064.5668","30145177933.9344","30386661335.2744","33900419812.7423","36528739151.9636","38959322082.842","42601668036.9521","45772010379.2793","48949551033.7686","51858697477.636","55101022941.5859","59377848696.2851","58769077153.4186","59498163342.4258","62587267590.3503","68807014796.8995","75040655705.3244","81800713540.3902","89608973996.1033","97570837054.8205","107225416091.681","117103066235.138","128613226384.05","141478022462.092","151838092821.984","140663697157.407","149297089128.661","162523121435.76","163364463523.414","172171422649.637","182137564220.214","194492752460.562","204863376680.625","216304682964.84","229929251895.757","241038904255.161","237390711222.558","255016609232.871","268516966238.238","283214119384.483","296507404301.652","314317779626.115","330321371282.475","345019950214.151","365075002178.644","382488813364.085","398946603155.68","376654485569.54",
"North America","NAC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3486820792766.25","3567056359957.01","3784619060793.15","3951083101117.16","4180341328404.17","4447850432972.61","4737125170894.14","4855811017194.79","5088816937286.17","5246579569054.35","5225235226924","5397325542084.98","5681056806639.83","6001659999540.11","5969264328482.48","5957129959584.97","6278229245820.38","6568591767612.07","6932022919665.04","7151460626463.15","7133432776309.49","7314452348337.4","7182425363376.91","7511552855698.6","8054841918328.96","8390431637233.23","8681100124440.63","8981442334648.43","9356595626609.79","9700072170809.2","9882919315808.06","9872050596284.98","10219616885917.2","10500959230565.9","10923857439425.7","11217169925375.5","11640277311830.4","12157953717899.8","12684590382867.5","13278764075401.5","13836238818808.8","13979667697376.4","14243566272991.1","14663193500238.2","15221653409193.4","15776597787919","16246038007797.9","16625694730257.5","16621168466758.5","16192977255508","16616030620486.3","16899180260870.2","17270722882463.6","17597003483470.1","18047100575927.2","18558827428990.5","18863537383515","19316486200036.9","19884478242026.5","20308366837491.5","19562940896360.3",
"Namibia","NAM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","4523992057.60693","4567940355.7633","4549755807.99885","4466793268.65175","4456211814.00158","4476896268.644","4690321986.43216","4857005201.83195","4896499888.28879","4987509905.73941","5089627173.03836","5505226402.77529","5901015988.16042","5807807126.22773","5908275194.75517","6138639685.41441","6334543584.33657","6601867681.55195","6819173800.0986","7048930757.61452","7295092342.30398","7381024790.96346","7734477065.37339","8062402982.26104","9051623393.98877","9280562719.37525","9936993189.36924","10471011592.9751","10748473715.6208","10780286074.8573","11431334446.8076","12013342334.3965","12621419531.3708","13330076849.7548","14142214333.09","14745263034.4803","14750246120.6883","14598724095.9998","14760485125.8961","14671023927.4313","13499756302.5964",
"New Caledonia","NCL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2798910525.55804","2926159998.78987","3226931601.45025","3531174112.86705","3535801359.52626","3780470391.98888","3766010198.65295","3770637445.31216","3785097638.64809","3577449233.25824","3686768172.87889","3896151558.80178","3694865759.81338","3064980431.57447","3333939760.64603","3240816374.10353","3262795701.01565","3516138119.97193","3989853777.91175","4275008470.45687","4170055468.15477","4162646694.45991","4253161790.90727","4088835445.01475","3401100065.09276","3663601302.67669","3896318287.74904","3899758010.57178","4167716238.35571","4207603198.72422","4152547624.59645","4134297630.37093","4217014687.82248","4230578946.46294","4309046827.54544","4414930627.39272","4419368979.42205","4486873767.19275","4934332411.61866","4923498467.07493","4863999083.92763","5217521099.05078","5474143339.19259","5592965662.80406","5613312960.26312","6024873704.15671","6382211974.4264","6582787287.22077","7091729840.23004","7230912194.27771","7851191899.3408","8036303920.9051","8884049167.47141","9356247986.46737","9977702763.4202","10415988207.3199","11010665533.3613","11561099401.8579","12395715130.003","13127408384.9827","13324320238.3562",
"Nigeria","NGA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","61407215816.3385","61524992086.487","64049357952.2601","69543908291.9808","72986671585.0947","76552053586.6176","73298197687.8736","61758401962.2465","60987434623.5788","75744798340.0755","94686483306.8859","108167501250.475","111806539424.122","117835998300.678","130987290572.304","124139605687.366","135364745470.183","143519277259.508","135246598794.501","144388499231.74","150459791675.488","130707610046.245","121815063124.406","108507882039.608","107297342914.22","113641864269.32","113711123610.793","117350022236.436","125956502777.93","128374088334.158","143492558283.965","144006767603.816","150675998868.22","147609563324.76","144930561220.046","144825247765.892","150902005160.521","155334147078.485","159343716123.037","160274485623.743","168313749255.077","178274026161.332","205601929272.338","220707903878.763","241124617041.963","256649465356.273","272200955002.138","290142074789.495","309768656455.714","334664531364.212","361456622215.721","380642465752.065","396743874911.807","423211989457.897","449915475309.982","461850352958.58","454382838006.505","458044648499.498","466851735606.204","477161826016.253","468600335245.226",
