"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"South Asia (IDA & IBRD)","TSA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","190128560410.697","197909403406.17","204442112691.336","215475910371.389","232032953620.414","229562211005.604","231732797177.318","246711621503.45","257393296392.271","272687007509.767","288197563796.638","290584591063.974","286115768897.529","296808588904.854","303348062905.698","325742147485.291","333506156694.802","355038439398.556","376429393547.05","364622398083.231","388351980564.445","412935676014.207","428420310386.242","457455944463.09","476397197630.828","502081355611.145","526217074463.179","548123088069.637","595307778566.096","627977497830.624","662069600440.821","674393985952.629","712879102989.085","744428649360.549","789814564645.412","845021941135.828","903289166629.672","937743590763.046","990568897858.296","1068099587716.51","1111470512484.7","1161448204686.61","1203811050214.69","1292620576571.74","1390598921623.11","1496314174301.19","1611778511170.61","1729959999429.05","1785970627444.08","1913383693478.88","2060781195903.17","2166654910092.19","2285807795769.53","2424854306814.52","2594420388313.87","2788622504841.29","3005504462650.59","3204726860832.22","3411223319743.06","3548521660223.8","3314966190756.83",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","255613106423.762","259262473475.861","274427575343.355","291724756611.047","307387764609.946","322686101610.696","327627024802.836","325829709642.97","335722194277.37","365745531346.33","402204170809.072","432243837000.698","443693255962.22","462772126690.368","499407427331.717","498968810581.414","525219125685.973","537759244352.155","536078571238.329","558029063130.823","581063649695.261","578688008519.983","572398084171.61","558364723759.392","572678635818.577","582831085158.532","592327071342.124","608436583348.654","635749366502.608","651825982526.667","667279363706.26","669993324744.883","667890163800.791","662147797316.367","669990587658.009","692937614438.139","728288447801.854","754381119240.042","772453536325.889","789339865669.387","816851488625.685","851623983855.897","905643524554.493","944075635042.646","1005229447192.61","1067410982246.31","1133421272415.71","1206931450706.41","1271557148962.87","1310970088053.62","1384002515295.2","1446820899324.25","1506115993068.8","1582192074475.57","1658771792343.78","1704405560993.69","1723662377489.39","1767514261901.86","1813067369304.9","1854908429223.44","1809495404396.37",
"Trinidad and Tobago","TTO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3397615807.62437","3874541546.22272","3980799420.11679","4203907194.80673","4524686323.72949","4556080872.56027","4740912943.75436","4837746930.51716","5090042283.78351","5229035285.19134","5413810341.56526","5470132150.19261","5786324760.03033","5882170644.88738","6106140410.18911","6196387050.91363","6593274649.72035","7194699343.01585","7915354999.60433","8200257715.7602","9052330925.81248","9466674991.62066","9826344085.31107","8814198366.52844","8307302088.88234","7965089462.19339","7703901191.77535","7352466280.6328","7064269891.45779","7005642511.71705","7111369415.63153","7332704236.7202","8072792573.07898","8018776325.90687","8304820559.82867","8621227009.89393","9236306508.10482","9931140419.54674","10738002278.5196","11599707379.9258","12400244897.6867","12917152080.0554","13942348940.4975","15955762092.4819","17224253397.7589","18293696591.4406","20709938758.2907","21694532675.7935","22430354184.4732","21445273759.4445","22157948396.2042","22092725498.1464","22373295239.2748","22872012726.4493","22663295325.0489","22999569002.8245","21711174974.5074","21062588317.2081","21076500109.3159","20813796850.5805","19183685986.9933",
"Tunisia","TUN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","5059811475.93983","5234621278.06272","5243098876.6145","5788891238.90986","6063737109.13931","6346891303.99746","7017135559.15164","8262166151.8804","8208078417.82106","8870862883.66211","9505670694.43351","10254418368.6767","10604206408.51","11287167515.5903","12028454632.0461","12920814358.5133","13633277472.2259","13565964854.8874","14201112121.7018","15017511799.4652","15865786951.5715","15636210852.6097","16684051367.0793","16696090424.7002","16987720890.7455","18338214027.8394","19054237902.0081","20541560048.3988","20991385064.5355","21658577638.5062","22167915886.9027","23752053076.4321","25044388849.3219","26242452949.4583","27831337563.4377","29142186021.1905","30248502537.2407","30648556269.4257","32089773871.9087","34090824979.3625","35279417145.1043","37129504975.4768","39620716916.2215","41299756346.5727","42556693819.348","44050929160.2627","43206166354.7336","44972672129.157","46241646703.4369","47570087213.8784","48124688107.6903","48725928403.5011","49660518864.9473","50983272665.7981","51515161651.8961","47084697907.185",
"Turkey","TUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","87223143378.6071","88231503436.188","93147258636.7879","101592273718.492","107138253643.551","110163333887.5","122515744753.082","128313814923.958","137010920180.272","142602535349.357","147213601125.507","155408532563.478","166948841231.629","172395270907.206","182039880209.564","195099626356.122","215509348582.953","222851040486.985","226200342340.318","224788595307.882","219287230663.461","229937241246.615","238130428977.281","249968084957.004","266745982094.454","278059574705.086","297557198589.253","325782102239.994","333342647354.776","334310154617.437","365287823881.984","367918915497.042","386445968952.884","416013974903.83","396593829500.7","427838549803.267","459411599268.135","494224265002.545","506106158939.114","489591062659.94","523535584606.251","493432254175.505","525247394414.08","555518484113.333","609936721447.339","664784091358.142","710973210821.467","746831201100.594","752918058908.452","716603661787.225","776992599946.766","864016630365.253","905390003732.813","982219742554.458","1030738600095.35","1093453755237.12","1129790144304.19","1214546972562.84","1250485013376.72","1261946143648.6","1284114130203.71",
"Tuvalu","TUV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21441966.9570863","22215842.9205881","22835413.1400816","23774106.416132","26218913.5612789","24906804.4668911","23422019.8970655","25764977.0868419","29758862.861818","29293496.3322692","29009173.7113651","29483214.8363111","31808312.5649755","30747970.8452361","30332202.5905471","29185727.2412158","29809991.9476302","31703094.8255095","34234035.6002484","32716491.6760401","31823518.6204366","34215359.7066284","32902944.45005","34408854.2110197","34872689.929616","38061062.981406","39216110.8720711","40821625.3990144","41842166.0339897","45924328.5738911","47944999.0311424",
"Tanzania","TZA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11377108482.1353","11805393292.2978","12637091707.5775","12898930757.9998","12974302065.4789","13130746304.6679","13336591994.0275","13812696574.4681","14440396172.0418","14949460309.0397","15503862778.1514","16257949540.4693","16992936425.2419","18024545018.2013","19303061141.2377","20591113841.7719","22136232860.9863","23791208301.3288","25345302698.9994","27060808434.1856","28599598807.3756","30106541769.0187","32014249841.4151","34470432850.5958","36021655261.6076","38464494647.9457","41054102082.9625","43583292908.8203","46576208275.1062","49736720777.9095","52444869125.4333","55482146264.3125","56593929840.2031",
"Uganda","UGA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","5316289147.55584","5621686445.59836","5602309803.36344","5417076152.29478","5438207459.20316","5653663952.06629","6121056508.93192","6510474527.72101","6931971773.13164","7316980105.16974","7567100598.8228","8197159530.01501","8722075767.60841","9727141823.44885","10609599275.2177","11150689035.9631","11697659936.4818","12639783429.025","13036913712.1326","13712703140.31","14910190415.2737","15875365609.2809","16956038790.5617","18029790988.1029","19974257859.5337","21654577514.1214","23540420945.1219","25141526759.4935","26558908398.0404","29053229577.4624","30168134364.5853","31250236933.8132","32845970071.2182","34549972969.0096","36201807277.3526","37580780827.4943","39896741219.3565","42611046912.3588","43828692209.545",
"Ukraine","UKR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","206227757260.068","211520516902.735","219712924834.198","205771623145.782","188464904699.052","170185696268.602","145974897219.025","112496947820.048","98772320160.7661","88895088169.1045","86228235500.0839","84589899040.1118","84420719245.9484","89401541680.6853","97629786737.4097","102754706789.826","112532765633.157","126159098825.019","129940465635.033","139607929641.793","150209086270.689","153669941036.719","130990467246.875","136013155905.036","143446957451.616","143789339118.051","143750950398.359","134331480637.625","121203317705.377","123912293812.632","126968015121.443","131291651249.309","135521189665.04","130072807270.765",
"Upper middle income","UMC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1412778336792.69","1436131476726.36","1488533885929.86","1549569658887.82","1674655910423.02","1785268889746.59","1887993722993.87","1960170970444.48","2088162492556","2245854117088.68","2419830391761.53","2588573554667.54","2775066864778.45","3008698530767.99","3208355983717.79","3370971951089.44","3563152591395.78","3720884562636.51","3893728918936.79","4154682180531.43","4436265959957.17","4518707220272.44","4596765621885.67","4605378182009.74","4877067965407.76","5120455243818.77","5373106668433.36","5655995008173.46","5841932412628.31","5982700690032.13","6043617139949.34","6060212597314.83","6048084929548.81","6250567870390.64","6419165177099.99","6622926670509.16","6933258197559.76","7297064584222.35","7473280678198.88","7714227184541.28","8199947712626.58","8463059537363.77","8844720699077.78","9315864451247.44","10053950811919.4","10774370407916.6","11668783177595.6","12716682383026.2","13495255073445.2","13718928049483.9","14799032535312.6","15754323426719.9","16626328364763.2","17499778372207.9","18248451399334.9","18912233124096.5","19607290449124.8","20561776505404.1","21497025662298.7","22308532465006.3","22054651591701.7",
"Uruguay","URY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","13898153414.6936","14244639649.2787","14020350839.4463","14044249768.9157","14387002602.8913","14537433685.2686","14982694335.7297","14434802058.3316","14707462729.6416","15570017272.4827","15933298999.0198","15893193047.9867","15683471262.6013","15726632115.3719","16181972308.8781","17168573294.6374","17844237376.2921","18103953323.9414","19076857123.0356","20259453764.72","21443294868.5439","21777715881.4048","19652674358.5621","17633480142.7207","17431996921.4859","17687643436.9269","19245890915.5781","20784241382.7011","21092042999.4526","21324878278.229","21388287457.9661","22145177993.4921","23901642365.4735","24536839531.6627","26323450891.9964","25942392888.2934","27389448606.5366","29730611903.9558","31074105580.9991","30471512748.9478","29883433688.629","28734675664.3185","26512908471.3525","26726412658.7345","28063845199.7673","30157445134.6061","31393471354.5012","33447078686.7386","35847289440.4759","37368467079.8862","40284481651.9021","42364020184.9602","43862934926.3989","45897095482.8124","47383606580.3728","47559277162.8122","48362932955.2601","49150162518.0075","49385054675.5791","49558123193.7397","46654650902.3328",
"United States","USA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3175859647138.67","3248904419022.85","3447087588583.24","3598759442480.9","3807487490144.81","4051166689514.06","4314492524332.49","4422354837440.8","4634627869637.95","4778301333596.72","4758686862559.77","4915407664762.97","5173903810740.39","5466007904975.89","5436461589542.92","5425291617455","5717613883310.4","5982005451817.74","6313127560360.15","6513010665743.07","6496288385861.27","6661145910653.54","6541053812906.14","6840890964740.97","7335940248580.97","7641823718139.06","7906433457347.68","8179962259766.7","8521643077162.09","8834613741070.83","9001231051131.24","8991486398430.59","9308206336914.81","9564446766849.66","9949782934635.05","10216863677023.4","10602294994157.6","11073801989545","11570064189199.2","12120016643481.2","12620268393287.5","12746261680693.1","12968262715104.6","13339312044373.7","13846057985725.2","14332499605559.8","14741688498283.8","15018267849749.3","14997755929068.6","14617299295625.3","14992052727000","15224554803574.9","15567038144703.4","15853795607626.5","16254258274917.5","16754160369377.2","17040895555642.1","17438405015074.9","17960940604948.8","18349108235210.1","17709432714644.8",
